HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Trinidad and Tobago,El Salvador,2021,0,2,2
Guatemala,Mexico,2021,0,3,3
Haiti,Canada,2021,1,4,5
United States,Martinique,2021,6,1,7
Guadeloupe,Jamaica,2021,1,2,3
Suriname,Costa Rica,2021,1,2,3
Grenada,Qatar,2021,0,4,4
Panama,Honduras,2021,2,3,5
Guatemala,Trinidad and Tobago,2021,1,1,2
Mexico,El Salvador,2021,1,0,1
Martinique,Haiti,2021,1,2,3
United States,Canada,2021,1,0,1
Suriname,Guadeloupe,2021,2,1,3
Costa Rica,Jamaica,2021,1,0,1
Panama,Grenada,2021,3,1,4
Honduras,Qatar,2021,0,2,2
Mexico,Honduras,2021,3,0,3
Qatar,El Salvador,2021,3,2,5
Costa Rica,Canada,2021,0,2,2
United States,Jamaica,2021,1,0,1
Mexico,Canada,2021,2,1,3
United States,Qatar,2021,1,0,1
United States,Mexico,2021,1,0,1
Central African Republic,Cape Verde,2021,1,1,2
Mali,Rwanda,2021,1,0,1
Egypt,Angola,2021,1,0,1
Libya,Gabon,2021,2,1,3
Senegal,Togo,2021,2,0,2
Guinea-Bissau,Guinea,2021,1,1,2
Portugal,Republic of Ireland,2021,2,1,3
Luxembourg,Azerbaijan,2021,2,1,3
Kazakhstan,Ukraine,2021,2,2,4
France,Bosnia and Herzegovina,2021,1,1,2
Faroe Islands,Israel,2021,0,4,4
Denmark,Scotland,2021,2,0,2
Moldova,Austria,2021,0,2,2
Norway,Netherlands,2021,1,1,2
Latvia,Gibraltar,2021,3,1,4
Turkey,Montenegro,2021,2,2,4
Malta,Cyprus,2021,3,0,3
Slovenia,Slovakia,2021,1,1,2
Russia,Croatia,2021,0,0,0
Niger,Burkina Faso,2021,0,2,2
Algeria,Djibouti,2021,8,0,8
Kenya,Uganda,2021,0,0,0
Namibia,Congo,2021,1,1,2
Morocco,Sudan,2021,2,0,2
DR Congo,Tanzania,2021,1,1,2
Madagascar,Benin,2021,0,1,1
South Korea,Iraq,2021,0,0,0
Iran,Syria,2021,1,0,1
United Arab Emirates,Lebanon,2021,0,0,0
Japan,Oman,2021,0,1,1
Australia,China PR,2021,3,0,3
Saudi Arabia,Vietnam,2021,3,1,4
Georgia,Kosovo,2021,0,1,1
Sweden,Spain,2021,2,1,3
Italy,Bulgaria,2021,1,1,2
Lithuania,Northern Ireland,2021,1,4,5
Czech Republic,Belarus,2021,1,0,1
Estonia,Belgium,2021,2,5,7
Andorra,San Marino,2021,2,0,2
Hungary,England,2021,0,4,4
Poland,Albania,2021,4,1,5
Iceland,Romania,2021,0,2,2
Liechtenstein,Germany,2021,0,2,2
North Macedonia,Armenia,2021,0,0,0
Bolivia,Colombia,2021,1,1,2
Ecuador,Paraguay,2021,2,0,2
Peru,Uruguay,2021,1,1,2
Venezuela,Argentina,2021,1,3,4
Chile,Brazil,2021,0,1,1
Canada,Honduras,2021,1,1,2
El Salvador,United States,2021,0,0,0
Panama,Costa Rica,2021,0,0,0
Mexico,Jamaica,2021,2,1,3
Mauritania,Zambia,2021,1,2,3
Tunisia,Equatorial Guinea,2021,3,0,3
Nigeria,Liberia,2021,2,0,2
Mozambique,Ivory Coast,2021,0,0,0
Cameroon,Malawi,2021,2,0,2
Zimbabwe,South Africa,2021,0,0,0
Ghana,Ethiopia,2021,1,0,1
Republic of Ireland,Azerbaijan,2021,1,1,2
Serbia,Luxembourg,2021,4,1,5
Finland,Kazakhstan,2021,1,0,1
Ukraine,France,2021,1,1,2
Faroe Islands,Denmark,2021,0,1,1
Scotland,Moldova,2021,1,0,1
Israel,Austria,2021,5,2,7
Latvia,Norway,2021,0,2,2
Gibraltar,Turkey,2021,0,3,3
Netherlands,Montenegro,2021,4,0,4
Slovenia,Malta,2021,1,0,1
Cyprus,Russia,2021,0,2,2
Slovakia,Croatia,2021,0,1,1
Rwanda,Kenya,2021,1,1,2
Gabon,Egypt,2021,1,1,2
Togo,Namibia,2021,0,1,1
Kosovo,Greece,2021,1,1,2
Spain,Georgia,2021,4,0,4
Bulgaria,Lithuania,2021,1,0,1
Switzerland,Italy,2021,0,0,0
Belarus,Wales,2021,2,3,5
Belgium,Czech Republic,2021,3,0,3
England,Andorra,2021,4,0,4
Albania,Hungary,2021,1,0,1
San Marino,Poland,2021,1,7,8
Iceland,North Macedonia,2021,2,2,4
Germany,Armenia,2021,6,0,6
Romania,Liechtenstein,2021,2,0,2
Ecuador,Chile,2021,0,0,0
Paraguay,Colombia,2021,1,1,2
Uruguay,Bolivia,2021,4,2,6
Peru,Venezuela,2021,1,0,1
Costa Rica,Mexico,2021,0,1,1
El Salvador,Honduras,2021,0,0,0
Jamaica,Panama,2021,0,3,3
United States,Canada,2021,1,1,2
Djibouti,Niger,2021,2,4,6
Liberia,Central African Republic,2021,1,0,1
Ivory Coast,Cameroon,2021,2,1,3
Uganda,Mali,2021,0,0,0
South Africa,Ghana,2021,1,0,1
Benin,DR Congo,2021,1,1,2
Burkina Faso,Algeria,2021,1,1,2
Zambia,Tunisia,2021,0,2,2
Equatorial Guinea,Mauritania,2021,1,0,1
Cape Verde,Nigeria,2021,1,2,3
Malawi,Mozambique,2021,1,0,1
Angola,Libya,2021,0,1,1
Ethiopia,Zimbabwe,2021,1,0,1
Congo,Senegal,2021,1,3,4
Sudan,Guinea-Bissau,2021,2,4,6
Tanzania,Madagascar,2021,3,2,5
Syria,United Arab Emirates,2021,1,1,2
South Korea,Lebanon,2021,1,0,1
Iraq,Iran,2021,0,3,3
China PR,Japan,2021,0,1,1
Vietnam,Australia,2021,0,1,1
Oman,Saudi Arabia,2021,0,1,1
Republic of Ireland,Serbia,2021,1,1,2
Azerbaijan,Portugal,2021,0,3,3
Bosnia and Herzegovina,Kazakhstan,2021,2,2,4
France,Finland,2021,2,0,2
Faroe Islands,Moldova,2021,2,1,3
Austria,Scotland,2021,0,1,1
Denmark,Israel,2021,5,0,5
Montenegro,Latvia,2021,0,0,0
Netherlands,Turkey,2021,6,1,7
Norway,Gibraltar,2021,5,1,6
Croatia,Slovenia,2021,3,0,3
Slovakia,Cyprus,2021,2,0,2
Russia,Malta,2021,2,0,2
Kosovo,Spain,2021,0,2,2
Greece,Sweden,2021,2,1,3
Northern Ireland,Switzerland,2021,0,0,0
Italy,Lithuania,2021,5,0,5
Wales,Estonia,2021,0,0,0
Belarus,Belgium,2021,0,1,1
Albania,San Marino,2021,5,0,5
Hungary,Andorra,2021,2,1,3
Poland,England,2021,1,1,2
Iceland,Germany,2021,0,4,4
Armenia,Liechtenstein,2021,1,1,2
North Macedonia,Romania,2021,0,0,0
Costa Rica,Jamaica,2021,1,1,2
Panama,Mexico,2021,1,1,2
Canada,El Salvador,2021,3,0,3
Honduras,United States,2021,1,4,5
Colombia,Chile,2021,3,1,4
Paraguay,Venezuela,2021,2,1,3
Uruguay,Ecuador,2021,1,0,1
Argentina,Bolivia,2021,3,0,3
Brazil,Peru,2021,2,0,2
Sudan,Guinea,2021,1,1,2
Morocco,Guinea-Bissau,2021,5,0,5
Italy,Spain,2021,1,2,3
Iraq,Lebanon,2021,0,0,0
South Korea,Syria,2021,2,1,3
United Arab Emirates,Iran,2021,0,1,1
Saudi Arabia,Japan,2021,1,0,1
China PR,Vietnam,2021,3,2,5
Australia,Oman,2021,3,1,4
Honduras,Costa Rica,2021,0,0,0
United States,Jamaica,2021,2,0,2
El Salvador,Panama,2021,1,0,1
Mexico,Canada,2021,1,1,2
Equatorial Guinea,Zambia,2021,2,0,2
Tunisia,Mauritania,2021,3,0,3
Liberia,Cape Verde,2021,1,2,3
Nigeria,Central African Republic,2021,0,1,1
Rwanda,Uganda,2021,0,1,1
Mali,Kenya,2021,5,0,5
DR Congo,Madagascar,2021,2,0,2
Tanzania,Benin,2021,0,1,1
Ecuador,Bolivia,2021,3,0,3
Venezuela,Brazil,2021,1,3,4
Paraguay,Argentina,2021,0,0,0
Peru,Chile,2021,2,0,2
Uruguay,Colombia,2021,0,0,0
Indonesia,Taiwan,2021,2,1,3
Belgium,France,2021,2,3,5
Czech Republic,Wales,2021,2,2,4
Estonia,Belarus,2021,2,0,2
Gibraltar,Montenegro,2021,0,3,3
Latvia,Netherlands,2021,0,1,1
Turkey,Norway,2021,1,1,2
Malta,Slovenia,2021,0,4,4
Cyprus,Croatia,2021,0,3,3
Russia,Slovakia,2021,1,0,1
Iceland,Armenia,2021,1,1,2
Germany,Romania,2021,2,1,3
Liechtenstein,North Macedonia,2021,0,4,4
Algeria,Niger,2021,6,1,7
Djibouti,Burkina Faso,2021,0,4,4
Malawi,Ivory Coast,2021,0,3,3
Cameroon,Mozambique,2021,3,1,4
Angola,Gabon,2021,3,1,4
Egypt,Libya,2021,1,0,1
Azerbaijan,Republic of Ireland,2021,0,3,3
Luxembourg,Serbia,2021,0,1,1
Sweden,Kosovo,2021,3,0,3
Georgia,Greece,2021,0,2,2
Lithuania,Bulgaria,2021,3,1,4
Switzerland,Northern Ireland,2021,2,0,2
Finland,Ukraine,2021,1,2,3
Kazakhstan,Bosnia and Herzegovina,2021,0,2,2
Scotland,Israel,2021,3,2,5
Faroe Islands,Austria,2021,0,2,2
Moldova,Denmark,2021,0,4,4
Andorra,England,2021,0,5,5
Hungary,Albania,2021,0,1,1
Poland,San Marino,2021,5,0,5
Ethiopia,South Africa,2021,1,3,4
Ghana,Zimbabwe,2021,3,1,4
Togo,Congo,2021,1,1,2
Senegal,Namibia,2021,4,1,5
Guinea,Sudan,2021,2,2,4
Guam,Cambodia,2021,0,1,1
Morocco,Guinea-Bissau,2021,3,0,3
Costa Rica,El Salvador,2021,2,1,3
Jamaica,Canada,2021,0,0,0
Panama,United States,2021,1,0,1
Mexico,Honduras,2021,3,0,3
Zambia,Equatorial Guinea,2021,1,1,2
Mauritania,Tunisia,2021,0,0,0
Central African Republic,Nigeria,2021,0,2,2
Cape Verde,Liberia,2021,1,0,1
Kenya,Mali,2021,0,1,1
Uganda,Rwanda,2021,1,0,1
Benin,Tanzania,2021,0,1,1
Madagascar,DR Congo,2021,1,0,1
Bolivia,Peru,2021,1,0,1
Colombia,Brazil,2021,0,0,0
Venezuela,Ecuador,2021,2,1,3
Argentina,Uruguay,2021,3,0,3
Chile,Paraguay,2021,2,0,2
Italy,Belgium,2021,2,1,3
Spain,France,2021,1,2,3
Belarus,Czech Republic,2021,0,2,2
Estonia,Wales,2021,0,1,1
Netherlands,Gibraltar,2021,6,0,6
Norway,Montenegro,2021,2,0,2
Latvia,Turkey,2021,1,2,3
Cyprus,Malta,2021,2,2,4
Croatia,Slovakia,2021,2,2,4
Slovenia,Russia,2021,1,2,3
Iceland,Liechtenstein,2021,4,0,4
North Macedonia,Germany,2021,0,4,4
Romania,Armenia,2021,1,0,1
Burkina Faso,Djibouti,2021,2,0,2
Mozambique,Cameroon,2021,0,1,1
Ivory Coast,Malawi,2021,2,1,3
Gabon,Angola,2021,2,0,2
Libya,Egypt,2021,0,3,3
Taiwan,Indonesia,2021,0,3,3
Iran,South Korea,2021,1,1,2
Syria,Lebanon,2021,2,3,5
United Arab Emirates,Iraq,2021,2,2,4
Japan,Australia,2021,2,1,3
Oman,Vietnam,2021,3,1,4
Saudi Arabia,China PR,2021,3,2,5
Portugal,Luxembourg,2021,5,0,5
Serbia,Azerbaijan,2021,3,1,4
Kosovo,Georgia,2021,1,2,3
Sweden,Greece,2021,2,0,2
Bulgaria,Northern Ireland,2021,2,1,3
Lithuania,Switzerland,2021,0,4,4
Kazakhstan,Finland,2021,0,2,2
Ukraine,Bosnia and Herzegovina,2021,1,1,2
Faroe Islands,Scotland,2021,0,1,1
Denmark,Austria,2021,1,0,1
Israel,Moldova,2021,2,1,3
England,Hungary,2021,1,1,2
Albania,Poland,2021,0,1,1
San Marino,Andorra,2021,0,3,3
Niger,Algeria,2021,0,4,4
Zimbabwe,Ghana,2021,0,1,1
South Africa,Ethiopia,2021,1,0,1
Namibia,Senegal,2021,1,3,4
Congo,Togo,2021,1,2,3
Cambodia,Guam,2021,2,1,3
Morocco,Guinea,2021,4,1,5
Honduras,Jamaica,2021,0,2,2
United States,Costa Rica,2021,2,1,3
Canada,Panama,2021,4,1,5
El Salvador,Mexico,2021,0,2,2
Bolivia,Paraguay,2021,4,0,4
Colombia,Ecuador,2021,0,0,0
Argentina,Peru,2021,1,0,1
Brazil,Uruguay,2021,4,1,5
Chile,Venezuela,2021,3,0,3
Uganda,Kenya,2021,1,1,2
Rwanda,Mali,2021,0,3,3
Ethiopia,Ghana,2021,1,1,2
South Africa,Zimbabwe,2021,1,0,1
Congo,Namibia,2021,1,1,2
Togo,Senegal,2021,1,1,2
Tanzania,DR Congo,2021,0,3,3
Benin,Madagascar,2021,2,0,2
Lebanon,Iran,2021,1,2,3
Iraq,Syria,2021,1,1,2
South Korea,United Arab Emirates,2021,1,0,1
China PR,Oman,2021,1,1,2
Vietnam,Japan,2021,0,1,1
Australia,Saudi Arabia,2021,0,0,0
Republic of Ireland,Portugal,2021,0,0,0
Azerbaijan,Luxembourg,2021,1,3,4
Georgia,Sweden,2021,2,0,2
Greece,Spain,2021,0,1,1
Russia,Cyprus,2021,6,0,6
Malta,Croatia,2021,1,7,8
Slovakia,Slovenia,2021,2,2,4
Germany,Liechtenstein,2021,9,0,9
Armenia,North Macedonia,2021,0,5,5
Romania,Iceland,2021,0,0,0
Ecuador,Venezuela,2021,1,0,1
Paraguay,Chile,2021,0,1,1
Peru,Bolivia,2021,3,0,3
Brazil,Colombia,2021,1,0,1
Burkina Faso,Niger,2021,1,1,2
Djibouti,Algeria,2021,0,4,4
Gabon,Libya,2021,1,0,1
Angola,Egypt,2021,2,2,4
Guinea,Guinea-Bissau,2021,0,0,0
Morocco,Sudan,2021,3,0,3
Canada,Costa Rica,2021,1,0,1
Honduras,Panama,2021,2,3,5
El Salvador,Jamaica,2021,1,1,2
United States,Mexico,2021,2,0,2
Northern Ireland,Lithuania,2021,1,0,1
Italy,Switzerland,2021,1,1,2
Moldova,Scotland,2021,0,2,2
Denmark,Faroe Islands,2021,3,1,4
Austria,Israel,2021,4,2,6
England,Albania,2021,5,0,5
Andorra,Poland,2021,1,4,5
Hungary,San Marino,2021,4,0,4
Uruguay,Argentina,2021,0,1,1
Zambia,Mauritania,2021,4,0,4
Equatorial Guinea,Tunisia,2021,1,0,1
Cape Verde,Central African Republic,2021,2,1,3
Liberia,Nigeria,2021,0,2,2
Malawi,Cameroon,2021,0,4,4
Ivory Coast,Mozambique,2021,3,0,3
Bosnia and Herzegovina,Finland,2021,1,3,4
France,Kazakhstan,2021,8,0,8
Wales,Belarus,2021,5,1,6
Belgium,Estonia,2021,3,1,4
Norway,Latvia,2021,0,0,0
Turkey,Gibraltar,2021,6,0,6
Montenegro,Netherlands,2021,2,2,4
Mali,Uganda,2021,1,0,1
Zimbabwe,Ethiopia,2021,1,1,2
Ghana,South Africa,2021,1,0,1
Senegal,Congo,2021,2,0,2
DR Congo,Benin,2021,2,0,2
Madagascar,Tanzania,2021,1,1,2
Portugal,Serbia,2021,1,2,3
Luxembourg,Republic of Ireland,2021,0,3,3
Spain,Sweden,2021,1,0,1
Greece,Kosovo,2021,1,1,2
Croatia,Russia,2021,1,0,1
Malta,Slovakia,2021,0,6,6
Slovenia,Cyprus,2021,2,1,3
Liechtenstein,Romania,2021,0,2,2
North Macedonia,Iceland,2021,3,1,4
Armenia,Germany,2021,1,4,5
Niger,Djibouti,2021,7,2,9
Kenya,Rwanda,2021,2,1,3
Namibia,Togo,2021,0,1,1
Guinea-Bissau,Sudan,2021,0,0,0
Northern Ireland,Italy,2021,0,0,0
Switzerland,Bulgaria,2021,4,0,4
Scotland,Denmark,2021,2,0,2
Austria,Moldova,2021,4,1,5
Israel,Faroe Islands,2021,3,2,5
Albania,Andorra,2021,1,0,1
Poland,Hungary,2021,1,2,3
San Marino,England,2021,0,10,10
Algeria,Burkina Faso,2021,2,2,4
Mauritania,Equatorial Guinea,2021,1,1,2
Tunisia,Zambia,2021,3,1,4
Liberia,Central African Republic,2021,3,1,4
Nigeria,Cape Verde,2021,1,1,2
Mozambique,Malawi,2021,1,0,1
Cameroon,Ivory Coast,2021,1,0,1
Egypt,Gabon,2021,2,1,3
Libya,Angola,2021,1,1,2
Morocco,Guinea,2021,3,0,3
Lebanon,United Arab Emirates,2021,0,1,1
Iraq,South Korea,2021,0,3,3
Syria,Iran,2021,0,3,3
China PR,Australia,2021,1,1,2
Vietnam,Saudi Arabia,2021,0,1,1
Oman,Japan,2021,0,1,1
Jamaica,United States,2021,1,1,2
Canada,Mexico,2021,2,1,3
Costa Rica,Honduras,2021,2,1,3
Panama,El Salvador,2021,2,1,3
Bosnia and Herzegovina,Ukraine,2021,0,2,2
Finland,France,2021,0,2,2
Wales,Belgium,2021,1,1,2
Czech Republic,Estonia,2021,2,0,2
Gibraltar,Latvia,2021,1,3,4
Montenegro,Turkey,2021,1,2,3
Netherlands,Norway,2021,2,0,2
Bolivia,Uruguay,2021,3,0,3
Venezuela,Peru,2021,1,2,3
Colombia,Paraguay,2021,0,0,0
Argentina,Brazil,2021,0,0,0
Chile,Ecuador,2021,0,2,2
Cameroon,Burkina Faso,2022,2,1,3
Ethiopia,Cape Verde,2022,0,1,1
Senegal,Zimbabwe,2022,1,0,1
Guinea,Malawi,2022,1,0,1
Morocco,Ghana,2022,1,0,1
Comoros,Gabon,2022,0,1,1
Nigeria,Egypt,2022,1,0,1
Sudan,Guinea-Bissau,2022,0,0,0
Algeria,Sierra Leone,2022,0,0,0
Equatorial Guinea,Ivory Coast,2022,0,1,1
Tunisia,Mali,2022,0,1,1
Mauritania,Gambia,2022,0,1,1
Cameroon,Ethiopia,2022,4,1,5
Cape Verde,Burkina Faso,2022,0,1,1
Senegal,Guinea,2022,0,0,0
Malawi,Zimbabwe,2022,2,1,3
Morocco,Comoros,2022,2,0,2
Gabon,Ghana,2022,1,1,2
Nigeria,Sudan,2022,3,1,4
Guinea-Bissau,Egypt,2022,0,1,1
Ivory Coast,Sierra Leone,2022,2,2,4
Algeria,Equatorial Guinea,2022,0,1,1
Gambia,Mali,2022,1,1,2
Tunisia,Mauritania,2022,4,0,4
Burkina Faso,Ethiopia,2022,1,1,2
Cameroon,Cape Verde,2022,1,1,2
Malawi,Senegal,2022,0,0,0
Zimbabwe,Guinea,2022,2,1,3
Gabon,Morocco,2022,2,2,4
Ghana,Comoros,2022,2,3,5
Egypt,Sudan,2022,1,0,1
Guinea-Bissau,Nigeria,2022,0,2,2
Ivory Coast,Algeria,2022,3,1,4
Sierra Leone,Equatorial Guinea,2022,0,1,1
Gambia,Tunisia,2022,1,0,1
Mali,Mauritania,2022,2,0,2
Burkina Faso,Gabon,2022,1,1,2
Nigeria,Tunisia,2022,0,1,1
Cameroon,Comoros,2022,2,1,3
Guinea,Gambia,2022,0,1,1
Morocco,Malawi,2022,2,1,3
Senegal,Cape Verde,2022,2,0,2
Ivory Coast,Egypt,2022,0,0,0
Mali,Equatorial Guinea,2022,0,0,0
Jamaica,Mexico,2022,1,2,3
United States,El Salvador,2022,1,0,1
Honduras,Canada,2022,0,2,2
Costa Rica,Panama,2022,1,0,1
Lebanon,South Korea,2022,0,1,1
Iran,Iraq,2022,1,0,1
United Arab Emirates,Syria,2022,2,0,2
Japan,China PR,2022,2,0,2
Australia,Vietnam,2022,4,0,4
Saudi Arabia,Oman,2022,1,0,1
Ecuador,Brazil,2022,1,1,2
Paraguay,Uruguay,2022,0,1,1
Chile,Argentina,2022,1,2,3
Colombia,Peru,2022,0,1,1
Venezuela,Bolivia,2022,4,1,5
Burkina Faso,Tunisia,2022,1,0,1
Cameroon,Gambia,2022,2,0,2
Egypt,Morocco,2022,2,1,3
Senegal,Equatorial Guinea,2022,3,1,4
Canada,United States,2022,2,0,2
Mexico,Costa Rica,2022,0,0,0
Panama,Jamaica,2022,3,2,5
Honduras,El Salvador,2022,0,2,2
Lebanon,Iraq,2022,1,1,2
Iran,United Arab Emirates,2022,1,0,1
Syria,South Korea,2022,0,2,2
Vietnam,China PR,2022,3,1,4
Japan,Saudi Arabia,2022,2,0,2
Oman,Australia,2022,2,2,4
Bolivia,Chile,2022,2,3,5
Uruguay,Venezuela,2022,4,1,5
Argentina,Colombia,2022,1,0,1
Peru,Ecuador,2022,1,1,2
Brazil,Paraguay,2022,4,0,4
Burkina Faso,Senegal,2022,1,3,4
United States,Honduras,2022,3,0,3
Jamaica,Costa Rica,2022,0,1,1
El Salvador,Canada,2022,0,2,2
Mexico,Panama,2022,1,0,1
Cameroon,Egypt,2022,0,0,0
Cameroon,Burkina Faso,2022,3,3,6
Senegal,Egypt,2022,0,0,0
Cook Islands,Solomon Islands,2022,0,2,2
Papua New Guinea,New Zealand,2022,0,1,1
New Caledonia,Fiji,2022,1,2,3
Papua New Guinea,New Caledonia,2022,1,0,1
New Zealand,Fiji,2022,4,0,4
Chad,Gambia,2022,0,1,1
Djibouti,South Sudan,2022,2,4,6
Seychelles,Lesotho,2022,0,0,0
Somalia,Eswatini,2022,0,3,3
Jamaica,El Salvador,2022,1,1,2
Mexico,United States,2022,0,0,0
Panama,Honduras,2022,1,1,2
Costa Rica,Canada,2022,1,0,1
Lebanon,Syria,2022,0,3,3
Iraq,United Arab Emirates,2022,1,0,1
South Korea,Iran,2022,2,0,2
China PR,Saudi Arabia,2022,1,1,2
Vietnam,Oman,2022,0,1,1
Australia,Japan,2022,0,2,2
Solomon Islands,Tahiti,2022,3,1,4
Fiji,Papua New Guinea,2022,1,2,3
New Zealand,New Caledonia,2022,7,1,8
Colombia,Bolivia,2022,3,0,3
Brazil,Chile,2022,4,0,4
Paraguay,Ecuador,2022,3,1,4
Uruguay,Peru,2022,1,0,1
Italy,North Macedonia,2022,0,1,1
Portugal,Turkey,2022,3,1,4
Sweden,Czech Republic,2022,1,0,1
Wales,Austria,2022,2,1,3
Estonia,Cyprus,2022,0,0,0
Moldova,Kazakhstan,2022,1,2,3
Mauritius,São Tomé and Príncipe,2022,3,0,3
Cameroon,Algeria,2022,0,1,1
DR Congo,Morocco,2022,1,1,2
Egypt,Senegal,2022,1,0,1
Ghana,Nigeria,2022,0,0,0
Mali,Tunisia,2022,0,1,1
Argentina,Venezuela,2022,3,0,3
El Salvador,Costa Rica,2022,1,2,3
Canada,Jamaica,2022,4,0,4
Honduras,Mexico,2022,0,1,1
United States,Panama,2022,5,1,6
New Zealand,Tahiti,2022,1,0,1
Solomon Islands,Papua New Guinea,2022,3,2,5
South Sudan,Djibouti,2022,1,0,1
Lesotho,Seychelles,2022,3,1,4
Eswatini,Somalia,2022,2,1,3
Mauritius,São Tomé and Príncipe,2022,3,3,6
Algeria,Cameroon,2022,1,2,3
Morocco,DR Congo,2022,4,1,5
Nigeria,Ghana,2022,1,1,2
Senegal,Egypt,2022,1,0,1
Tunisia,Mali,2022,0,0,0
Iran,Lebanon,2022,2,0,2
Syria,Iraq,2022,1,1,2
United Arab Emirates,South Korea,2022,1,0,1
Japan,Vietnam,2022,1,1,2
Oman,China PR,2022,2,0,2
Saudi Arabia,Australia,2022,1,0,1
Ecuador,Argentina,2022,1,1,2
Peru,Paraguay,2022,2,0,2
Bolivia,Brazil,2022,0,4,4
Venezuela,Colombia,2022,0,1,1
Chile,Uruguay,2022,0,2,2
Poland,Sweden,2022,2,0,2
Portugal,North Macedonia,2022,2,0,2
Cyprus,Estonia,2022,2,0,2
Kazakhstan,Moldova,2022,0,1,1
Gambia,Chad,2022,2,2,4
Mexico,El Salvador,2022,2,0,2
Costa Rica,United States,2022,2,0,2
Panama,Canada,2022,1,0,1
Jamaica,Honduras,2022,2,1,3
Solomon Islands,New Zealand,2022,0,5,5
Scotland,Ukraine,2022,1,3,4
Angola,Central African Republic,2022,2,1,3
Ghana,Madagascar,2022,3,0,3
Libya,Botswana,2022,1,0,1
Poland,Wales,2022,2,1,3
Tunisia,Equatorial Guinea,2022,4,0,4
Mozambique,Rwanda,2022,1,1,2
Panama,Costa Rica,2022,2,0,2
Barbados,Antigua and Barbuda,2022,0,1,1
Guadeloupe,Cuba,2022,2,1,3
Belize,Dominican Republic,2022,0,2,2
French Guiana,Guatemala,2022,2,0,2
Anguilla,Dominica,2022,0,0,0
Czech Republic,Switzerland,2022,2,1,3
Spain,Portugal,2022,1,1,2
Israel,Iceland,2022,2,2,4
Serbia,Norway,2022,0,1,1
Slovenia,Sweden,2022,0,2,2
Northern Ireland,Greece,2022,0,1,1
Cyprus,Kosovo,2022,0,2,2
Georgia,Gibraltar,2022,4,0,4
Bulgaria,North Macedonia,2022,1,1,2
Estonia,San Marino,2022,2,0,2
Togo,Eswatini,2022,2,2,4
Burkina Faso,Cape Verde,2022,2,0,2
Comoros,Lesotho,2022,2,0,2
Ivory Coast,Zambia,2022,3,1,4
Curaçao,Honduras,2022,0,1,1
Bahamas,Saint Vincent and the Grenadines,2022,1,0,1
Nicaragua,Trinidad and Tobago,2022,2,1,3
Sint Maarten,United States Virgin Islands,2022,1,1,2
Turks and Caicos Islands,Bonaire,2022,1,4,5
Saint Martin,Aruba,2022,0,0,0
British Virgin Islands,Cayman Islands,2022,1,1,2
Croatia,Austria,2022,0,3,3
France,Denmark,2022,1,2,3
Belgium,Netherlands,2022,1,4,5
Kazakhstan,Azerbaijan,2022,2,0,2
Belarus,Slovakia,2022,0,1,1
Liechtenstein,Moldova,2022,0,2,2
Latvia,Andorra,2022,3,0,3
Namibia,Burundi,2022,1,1,2
Niger,Tanzania,2022,1,1,2
Algeria,Uganda,2022,2,0,2
Gambia,South Sudan,2022,1,0,1
Mali,Congo,2022,4,0,4
Mauritania,Sudan,2022,3,0,3
DR Congo,Gabon,2022,0,1,1
Senegal,Benin,2022,3,1,4
Suriname,Jamaica,2022,1,1,2
El Salvador,Grenada,2022,3,1,4
Bermuda,Haiti,2022,0,0,0
Montserrat,Guyana,2022,1,2,3
Hungary,England,2022,1,0,1
Italy,Germany,2022,1,1,2
Armenia,Republic of Ireland,2022,1,0,1
Finland,Bosnia and Herzegovina,2022,1,1,2
Montenegro,Romania,2022,2,0,2
Lithuania,Luxembourg,2022,0,2,2
Turkey,Faroe Islands,2022,4,0,4
Wales,Ukraine,2022,1,0,1
Malawi,Ethiopia,2022,2,1,3
Egypt,Guinea,2022,1,0,1
Central African Republic,Ghana,2022,1,1,2
Madagascar,Angola,2022,1,1,2
Botswana,Tunisia,2022,0,0,0
Costa Rica,Martinique,2022,2,0,2
Cuba,Barbados,2022,3,0,3
Antigua and Barbuda,Guadeloupe,2022,1,0,1
Guatemala,Belize,2022,2,0,2
Dominican Republic,French Guiana,2022,2,3,5
Dominica,Anguilla,2022,1,1,2
Portugal,Switzerland,2022,4,0,4
Czech Republic,Spain,2022,2,2,4
Serbia,Slovenia,2022,4,1,5
Sweden,Norway,2022,1,2,3
Cyprus,Northern Ireland,2022,0,0,0
Kosovo,Greece,2022,0,1,1
Gibraltar,North Macedonia,2022,0,2,2
Bulgaria,Georgia,2022,2,5,7
San Marino,Malta,2022,0,2,2
Equatorial Guinea,Libya,2022,2,0,2
Honduras,Curaçao,2022,1,2,3
Saint Vincent and the Grenadines,Nicaragua,2022,2,2,4
Trinidad and Tobago,Bahamas,2022,1,0,1
Bonaire,Sint Maarten,2022,2,2,4
United States Virgin Islands,Turks and Caicos Islands,2022,3,2,5
Aruba,Saint Martin,2022,3,0,3
Cayman Islands,British Virgin Islands,2022,1,1,2
Austria,Denmark,2022,1,2,3
Croatia,France,2022,1,1,2
Iceland,Albania,2022,1,1,2
Belarus,Azerbaijan,2022,0,0,0
Slovakia,Kazakhstan,2022,0,1,1
Latvia,Liechtenstein,2022,1,0,1
Andorra,Moldova,2022,0,0,0
Eswatini,Burkina Faso,2022,1,3,4
